weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
4.3,99.9,4.9,61.1,C
25.9,81.1,5.3,100.0,A
15.5,81.0,6.8,78.3,B
18.4,93.3,6.1,100.0,A
26.7,74.8,6.6,100.0,A
18.9,62.7,9.6,94.2,A
17.8,79.0,5.4,99.5,A
16.7,63.9,8.1,85.1,A
11.6,81.4,4.1,76.6,B
14.8,94.0,7.8,97.0,A
10.0,94.7,7.2,86.5,A
14.7,93.2,10.0,100.0,A
0.0,82.0,6.0,44.6,D
18.0,92.4,9.7,95.3,A
14.1,93.8,7.1,100.0,A
12.6,84.8,5.2,92.9,A
16.5,90.4,7.8,87.9,A
5.0,81.5,2.6,67.2,C
28.5,89.6,6.4,100.0,A
14.3,76.6,7.8,92.5,A
14.0,84.5,5.5,89.9,A
8.2,92.9,4.7,70.5,B
15.2,99.0,5.2,86.4,A
24.7,89.2,5.9,100.0,A
22.3,74.5,5.5,100.0,A
21.0,91.0,10.0,100.0,A
18.8,84.4,4.5,100.0,A
12.5,75.8,9.8,74.7,B
4.8,85.3,7.4,51.5,D
13.6,87.0,8.1,79.5,B
13.3,86.0,5.5,87.4,A
22.3,95.0,10.0,100.0,A
17.2,82.1,9.9,86.3,A
26.3,90.4,7.1,100.0,A
23.4,89.0,6.3,100.0,A
11.8,65.6,0.0,84.5,B
2.4,73.5,6.9,45.0,D
24.7,90.3,1.6,100.0,A
24.5,61.1,4.2,100.0,A
5.4,89.1,2.7,70.6,B
25.6,72.4,2.1,100.0,A
17.7,87.1,4.5,93.7,A
16.1,79.2,7.4,97.6,A
26.3,81.3,5.1,100.0,A
24.4,76.9,5.8,100.0,A
19.6,89.0,2.8,85.4,A
18.3,81.5,4.8,100.0,A
19.3,73.7,8.9,97.2,A
12.2,100.0,4.4,87.8,A
14.6,92.0,9.0,84.9,B
8.7,96.0,6.8,68.1,C
12.7,81.3,7.6,76.6,B
12.4,95.5,6.4,72.4,B
10.6,81.8,6.0,94.8,A
16.0,93.7,9.9,90.7,A
12.7,85.6,3.8,86.6,A
18.5,90.4,5.6,82.5,B
3.6,85.3,9.2,64.9,C
14.2,73.8,5.3,75.9,B
15.9,91.3,9.2,86.7,A
12.8,84.2,4.5,85.8,A
13.8,100.0,7.5,75.9,B
3.9,79.4,4.9,46.5,D
17.5,84.2,6.7,85.5,A
19.5,92.5,8.7,100.0,A
18.5,84.2,7.2,100.0,A
22.3,64.4,8.9,100.0,A
16.4,92.3,2.9,75.8,B
18.4,81.8,9.1,100.0,A
16.1,87.7,7.7,100.0,A
19.8,83.9,1.3,100.0,A
4.0,77.4,4.9,57.9,C
8.7,81.7,4.2,82.2,B
26.1,100.0,3.8,100.0,A
0.0,77.2,6.5,46.0,D
14.0,73.0,9.4,89.9,A
23.2,90.7,7.3,100.0,A
14.3,87.6,8.0,95.2,A
12.2,99.8,7.8,69.8,C
15.9,70.1,8.2,78.3,B
12.5,73.2,5.4,69.2,C
15.2,83.6,8.3,100.0,A
10.2,85.6,3.4,62.4,C
22.8,85.5,4.7,98.1,A
25.0,88.8,0.4,100.0,A
14.1,89.9,7.9,78.0,B
5.3,75.1,4.8,69.0,C
11.3,76.5,7.5,75.1,B
13.7,88.3,10.0,75.2,B
18.5,71.1,3.9,90.4,A
7.9,87.9,6.2,60.2,C
9.6,100.0,10.0,74.6,B
18.6,88.8,3.8,100.0,A
21.6,94.7,3.8,100.0,A
10.6,51.3,2.7,80.2,B
5.7,72.6,4.7,73.4,B
38.0,92.7,2.5,100.0,A
20.5,100.0,10.0,93.4,A
13.1,100.0,3.8,80.0,B
21.1,92.4,5.8,100.0,A
14.1,77.9,8.7,87.0,A
21.1,74.9,6.7,96.3,A
16.1,79.6,5.3,93.0,A
15.6,90.8,7.0,100.0,A
14.2,84.8,8.8,83.3,B
4.9,89.7,4.3,59.7,C
28.6,75.7,5.9,100.0,A
8.4,70.6,6.3,68.2,C
5.5,62.7,5.2,76.8,B
13.5,98.4,3.8,88.7,A
8.3,86.8,7.8,75.1,B
14.6,78.0,8.2,87.9,A
19.8,93.1,4.6,90.8,A
22.0,99.6,8.4,100.0,A
20.7,76.0,3.0,80.6,B
12.9,86.7,7.7,74.5,B
15.3,73.9,5.6,84.4,B
17.9,78.5,4.9,83.1,B
2.7,86.7,2.1,49.4,D
19.0,87.9,4.9,100.0,A
4.8,87.3,4.0,56.7,C
29.3,88.7,7.3,100.0,A
12.2,62.3,4.7,75.1,B
13.7,81.3,6.8,98.0,A
9.6,82.6,4.3,88.3,A
10.6,74.7,5.6,79.6,B
30.9,70.8,8.1,100.0,A
21.6,100.0,5.2,100.0,A
4.2,92.4,4.3,54.2,D
25.5,63.4,5.3,100.0,A
23.4,95.2,1.9,95.8,A
13.0,78.7,9.6,85.2,A
17.1,100.0,5.9,92.4,A
14.9,71.9,6.9,86.1,A
28.8,100.0,10.0,100.0,A
9.4,88.0,7.2,73.0,B
16.0,98.6,4.2,77.6,B
12.0,79.4,1.2,88.8,A
5.0,82.6,3.5,47.9,D
30.3,76.2,7.0,100.0,A
6.7,85.3,6.6,81.7,B
16.5,87.5,5.3,98.0,A
2.8,89.9,8.5,49.0,D
12.2,100.0,7.8,79.4,B
18.0,86.8,6.8,83.5,B
9.2,77.4,8.0,77.4,B
19.1,83.6,6.3,100.0,A
13.1,90.3,7.6,77.9,B
23.1,80.5,4.0,95.0,A
24.5,98.5,3.4,100.0,A
10.9,75.5,6.7,89.7,A
15.5,81.7,5.6,97.8,A
16.3,72.0,5.3,94.2,A
19.3,85.1,3.2,100.0,A
15.1,80.4,8.0,86.9,A
16.3,83.6,5.8,70.7,B
13.3,86.0,7.7,94.1,A
15.8,82.8,5.0,100.0,A
24.1,65.2,2.2,100.0,A
19.5,78.8,4.8,98.4,A
19.9,93.7,3.2,83.7,B
20.1,83.2,8.9,91.7,A
13.9,90.1,3.1,85.7,A
17.2,80.0,6.0,83.6,B
7.4,87.3,0.0,64.0,C
23.9,81.4,7.1,100.0,A
0.0,100.0,6.9,33.4,F
14.4,94.5,6.8,100.0,A
23.0,87.1,4.1,98.5,A
5.5,99.5,4.1,60.0,C
17.8,81.2,4.8,96.2,A
10.2,90.4,6.7,58.8,C
12.4,99.7,5.2,88.5,A
21.6,85.9,5.5,100.0,A
16.4,92.1,4.6,94.6,A
0.8,82.3,4.3,50.5,D
8.2,72.7,6.2,68.5,C
21.8,78.0,6.4,100.0,A
18.1,64.2,6.9,92.8,A
27.2,82.3,3.1,100.0,A
26.8,82.2,4.7,100.0,A
12.6,86.7,8.0,89.4,A
32.5,87.5,5.2,100.0,A
15.2,94.4,7.2,80.4,B
8.3,93.3,6.6,79.2,B
10.6,90.5,5.5,79.1,B
0.0,87.5,4.7,44.2,D
26.2,69.2,3.7,100.0,A
26.2,69.8,4.0,100.0,A
7.9,81.7,6.7,72.5,B
13.4,95.3,8.8,86.2,A
15.7,90.9,8.0,78.3,B
8.3,93.4,6.8,65.5,C
2.7,88.0,4.1,39.8,F
13.5,73.2,4.2,79.4,B
12.8,78.9,4.5,100.0,A
12.3,90.5,4.3,83.5,B
16.6,92.2,5.7,93.3,A
25.0,89.0,6.8,100.0,A
12.9,66.1,3.1,77.8,B
16.2,93.6,1.4,75.4,B
20.1,84.0,6.4,98.2,A
18.9,79.7,5.7,78.6,B
10.7,70.3,5.8,74.1,B
15.7,81.6,4.3,100.0,A
18.8,82.8,7.5,100.0,A
7.1,65.1,8.5,78.0,B
23.8,90.5,5.2,94.8,A
25.0,85.0,1.6,100.0,A
9.9,73.0,3.9,72.5,B
16.4,71.3,2.7,99.2,A
19.5,73.1,5.7,85.5,A
11.2,87.0,8.8,77.0,B
18.4,95.8,7.3,83.9,B
16.1,89.6,8.8,93.2,A
4.7,70.7,6.1,64.1,C
18.2,78.2,9.6,100.0,A
7.3,85.1,3.2,67.6,C
21.6,89.6,5.3,100.0,A
10.3,98.1,4.9,69.6,C
13.9,90.4,4.1,80.1,B
24.6,84.0,5.8,100.0,A
18.5,91.3,4.5,98.4,A
7.4,81.5,2.0,84.1,B
7.9,92.4,5.8,49.5,D
10.8,83.7,5.9,87.9,A
17.8,90.7,6.5,94.0,A
17.5,84.0,4.3,100.0,A
9.1,100.0,4.0,79.6,B
6.8,68.3,1.9,56.1,C
17.0,70.2,9.5,100.0,A
13.7,81.4,7.6,84.6,B
30.1,87.4,6.0,100.0,A
15.3,78.3,9.3,62.1,C
27.7,75.1,8.7,100.0,A
6.8,88.0,5.8,83.8,B
4.0,72.4,7.5,50.8,D
7.2,81.2,9.2,65.4,C
23.3,87.1,5.8,100.0,A
27.3,91.6,9.7,100.0,A
9.5,75.7,6.2,83.4,B
11.8,88.4,6.2,75.4,B
6.8,95.2,4.7,70.3,B
2.3,78.3,6.5,68.1,C
20.0,96.3,5.1,100.0,A
16.6,86.1,4.8,84.6,B
15.1,97.2,2.5,100.0,A
5.2,93.9,6.5,73.9,B
26.5,100.0,6.7,100.0,A
11.5,70.6,3.5,89.5,A
18.7,85.8,10.0,98.3,A
4.8,91.9,2.9,69.5,C
13.7,78.5,4.8,84.8,B
17.0,84.6,4.6,85.7,A
17.3,100.0,6.4,64.0,C
16.1,80.2,7.3,92.4,A
18.5,90.0,7.5,89.7,A
7.1,76.3,7.4,59.6,C
16.4,100.0,5.9,82.9,B
15.8,86.2,4.4,93.6,A
16.6,80.6,5.7,98.7,A
15.5,79.5,2.8,100.0,A
6.1,85.2,6.0,77.1,B
5.8,87.9,4.7,68.3,C
0.0,82.4,5.0,50.7,D
20.7,100.0,5.2,99.1,A
20.8,77.9,5.6,97.1,A
20.9,68.8,8.0,100.0,A
17.1,86.7,7.4,82.4,B
0.1,91.9,5.6,53.2,D
7.8,77.0,6.0,75.6,B
16.2,69.7,6.0,90.3,A
15.9,84.4,5.3,99.2,A
13.4,93.1,5.0,89.2,A
17.6,82.4,2.9,97.2,A
15.1,88.4,7.5,80.0,B
15.8,91.3,4.4,78.8,B
10.5,75.7,7.8,73.7,B
21.9,90.0,5.1,100.0,A
12.0,100.0,5.1,63.3,C
5.7,77.7,6.2,64.7,C
9.6,91.5,5.1,67.0,C
12.6,76.0,6.1,85.4,A
22.0,83.0,0.6,100.0,A
14.7,75.7,6.3,79.2,B
13.7,82.1,3.9,77.5,B
6.3,77.1,8.1,53.9,D
20.5,79.9,1.5,100.0,A
10.4,84.3,4.4,81.1,B
14.3,86.9,4.3,70.0,C
25.4,71.4,3.5,100.0,A
18.6,100.0,7.7,82.6,B
3.6,75.1,5.2,62.6,C
2.6,82.7,8.0,51.5,D
14.5,79.9,7.2,70.8,B
6.5,81.5,6.0,79.6,B
19.5,65.4,6.9,100.0,A
15.3,78.3,5.2,82.6,B
16.2,81.8,7.9,87.5,A
10.1,73.8,4.5,74.4,B
27.2,87.3,5.8,100.0,A
34.9,87.3,8.7,100.0,A
13.0,91.7,7.6,84.7,B
17.5,93.4,8.7,92.0,A
15.7,79.2,6.6,100.0,A
13.2,93.2,5.7,83.1,B
9.2,71.7,7.7,80.1,B
7.4,86.1,5.9,66.7,C
7.1,84.3,5.0,70.4,B
17.8,91.2,3.8,78.6,B
11.4,74.6,3.2,89.9,A
0.0,89.4,6.2,52.3,D
18.1,98.8,6.8,98.7,A
14.7,100.0,5.7,100.0,A
24.4,87.7,8.3,100.0,A
17.6,84.2,6.0,79.1,B
4.6,87.2,7.9,55.9,C
0.0,72.0,3.7,59.1,C
10.0,94.0,1.6,93.7,A
10.6,90.5,6.9,79.8,B
21.6,95.3,4.2,100.0,A
14.9,100.0,4.4,89.6,A
22.9,90.4,8.5,100.0,A
5.7,75.6,7.8,66.2,C
21.8,88.3,5.6,100.0,A
20.0,89.8,8.4,100.0,A
0.9,79.1,7.2,32.7,F
24.3,90.5,3.5,100.0,A
15.7,79.4,5.5,82.4,B
17.7,93.7,4.8,99.5,A
8.9,96.1,8.4,70.0,C
23.9,80.6,4.1,100.0,A
6.7,89.9,5.7,56.8,C
20.8,89.6,8.4,100.0,A
20.7,76.7,4.4,100.0,A
8.2,77.9,6.7,74.6,B
28.9,87.4,3.9,100.0,A
16.6,85.5,2.4,100.0,A
19.6,93.4,6.9,100.0,A
4.3,83.3,8.9,63.6,C
29.8,86.1,6.5,100.0,A
6.4,100.0,6.5,59.4,C
22.2,84.3,6.2,100.0,A
8.0,73.7,6.2,77.5,B
10.7,84.4,6.1,68.8,C
20.5,94.3,5.0,95.8,A
22.2,86.8,3.6,100.0,A
6.1,79.2,6.5,56.2,C
22.6,75.1,4.8,100.0,A
22.3,91.7,2.7,100.0,A
8.4,67.2,9.0,67.0,C
26.2,91.8,6.5,100.0,A
4.8,83.9,4.7,68.4,C
10.6,90.1,6.1,71.7,B
18.4,96.7,7.7,95.6,A
9.0,94.9,6.5,80.5,B
16.8,100.0,6.1,96.7,A
16.7,100.0,10.0,85.4,A
13.7,80.2,6.3,87.7,A
20.8,93.8,6.2,93.9,A
13.4,92.5,0.8,76.2,B
16.6,72.8,6.2,100.0,A
23.0,100.0,4.2,100.0,A
20.5,92.2,3.9,100.0,A
20.5,86.3,5.6,93.2,A
7.0,77.0,6.8,76.5,B
18.7,79.6,8.9,100.0,A
8.9,91.2,6.3,73.5,B
6.0,85.2,7.1,62.5,C
14.5,81.1,7.0,87.2,A
8.7,86.3,6.1,80.5,B
20.5,81.5,4.4,93.1,A
20.7,98.0,6.8,96.7,A
1.7,93.2,6.7,64.7,C
9.2,88.6,5.4,82.6,B
4.8,74.8,5.0,62.2,C
11.8,68.2,4.3,81.2,B
18.2,90.7,5.3,77.7,B
13.3,87.1,4.7,86.1,A
10.9,82.5,5.8,84.3,B
24.1,80.8,4.2,100.0,A
0.0,86.0,7.6,63.5,C
23.7,87.7,4.6,100.0,A
11.2,99.5,9.3,69.3,C
14.5,95.0,7.1,83.8,B
11.3,71.0,6.1,49.6,D
25.8,85.7,5.8,100.0,A
6.4,84.6,3.7,54.4,D
15.1,64.7,6.0,85.8,A
18.7,71.9,9.9,83.4,B
3.7,99.7,6.3,49.0,D
8.6,67.9,6.0,73.2,B
14.0,81.8,4.8,83.2,B
8.8,83.8,7.4,71.4,B
9.3,84.3,6.5,82.9,B
12.6,71.1,4.5,70.5,B
19.5,86.7,9.1,96.4,A
12.6,82.0,5.2,77.9,B
22.5,88.4,2.8,96.0,A
8.0,60.3,7.4,86.9,A
6.2,81.8,6.2,58.5,C
28.5,82.7,4.2,100.0,A
10.4,70.8,5.9,73.9,B
5.8,93.3,9.7,71.9,B
2.8,91.1,5.9,53.8,D
22.5,85.2,7.0,100.0,A
12.6,100.0,5.3,84.5,B
13.2,78.8,5.1,86.8,A
13.9,76.0,5.4,85.2,A
22.1,80.0,7.7,100.0,A
13.7,63.2,9.7,84.2,B
31.4,92.8,7.3,100.0,A
15.9,72.3,8.2,85.3,A
22.4,76.2,5.6,100.0,A
20.6,89.5,5.6,100.0,A
14.7,100.0,4.6,100.0,A
10.9,96.6,2.6,64.0,C
17.3,76.1,7.0,100.0,A
18.6,77.6,8.3,100.0,A
11.0,99.5,2.8,70.2,B
16.2,89.5,0.0,83.1,B
23.7,65.2,10.0,100.0,A
29.5,87.3,6.4,100.0,A
21.0,94.2,3.7,100.0,A
28.0,89.0,10.0,100.0,A
10.6,73.9,8.0,96.5,A
19.9,75.9,3.8,100.0,A
24.4,100.0,3.5,100.0,A
8.7,62.1,6.0,73.6,B
11.6,76.9,3.7,80.1,B
27.2,85.2,5.4,100.0,A
8.2,85.2,6.7,71.2,B
5.6,82.1,8.0,73.9,B
25.7,96.6,6.2,100.0,A
23.4,79.8,6.6,100.0,A
18.0,76.3,7.9,95.9,A
14.7,78.6,8.0,79.8,B
11.9,86.8,2.5,80.4,B
17.0,76.5,9.0,88.2,A
26.1,79.3,7.8,100.0,A
16.7,100.0,7.4,86.8,A
30.2,93.6,7.4,100.0,A
8.7,82.8,6.3,66.0,C
14.9,98.4,6.6,84.8,B
12.4,86.7,6.2,91.1,A
7.4,73.4,6.1,69.7,C
13.9,81.3,4.8,74.1,B
17.9,74.9,4.4,100.0,A
18.7,87.8,6.5,87.1,A
30.2,75.8,3.9,100.0,A
18.3,85.4,6.5,88.0,A
23.1,97.1,5.5,100.0,A
15.5,58.7,8.0,98.6,A
26.7,85.7,7.5,100.0,A
31.8,79.7,5.5,100.0,A
18.7,88.6,7.0,89.5,A
8.1,82.7,10.0,76.9,B
11.2,83.2,9.0,64.9,C
17.0,93.5,4.9,86.0,A
18.2,70.5,6.0,100.0,A
19.9,88.3,8.0,91.9,A
18.2,85.6,7.4,93.6,A
15.0,79.8,2.9,100.0,A
10.5,99.7,6.9,82.7,B
17.8,80.3,5.0,95.2,A
28.0,98.5,6.0,100.0,A
22.1,81.9,6.2,100.0,A
18.7,90.6,7.2,98.1,A
22.2,97.4,7.6,100.0,A
12.4,86.8,4.7,86.2,A
11.4,85.1,4.6,83.2,B
9.8,83.3,5.5,71.6,B
14.1,75.7,1.0,70.3,B
12.0,93.3,5.3,79.5,B
23.5,75.2,7.6,100.0,A
11.7,78.1,2.7,73.7,B
9.4,88.4,6.0,74.3,B
28.6,97.4,5.9,100.0,A
11.8,79.5,4.9,83.6,B
16.1,78.2,2.8,92.6,A
18.2,84.1,6.6,100.0,A
7.0,94.7,9.6,79.0,B
23.6,93.5,1.9,100.0,A
19.5,76.7,8.0,97.3,A
25.9,96.5,3.8,100.0,A
10.2,93.8,8.7,65.6,C
15.7,78.8,6.9,95.1,A
15.3,83.3,10.0,75.9,B
16.8,100.0,7.4,70.8,B
4.8,81.3,6.5,56.9,C
15.8,100.0,2.8,67.2,C
5.0,76.9,2.6,63.7,C
17.5,91.6,2.8,76.1,B
0.1,93.8,4.0,65.3,C
2.0,72.8,5.5,64.7,C
20.7,64.4,5.5,100.0,A
11.2,89.0,7.3,71.3,B
8.1,72.5,4.7,70.2,B
23.9,64.1,6.8,100.0,A
17.3,82.0,4.5,93.8,A
21.1,92.1,6.2,99.5,A
13.8,72.0,4.3,91.8,A
33.8,90.3,7.1,100.0,A
10.8,88.6,7.1,86.7,A
27.2,84.4,4.3,100.0,A
14.6,73.3,5.6,97.2,A
3.4,77.8,5.2,58.7,C
18.4,82.1,6.3,100.0,A
17.2,91.5,4.3,87.2,A
7.6,81.2,4.5,69.0,C
8.5,82.4,5.7,76.4,B
14.8,94.4,4.7,88.2,A
17.4,93.2,6.3,100.0,A
0.0,100.0,3.4,50.7,D
22.4,72.1,9.8,100.0,A
11.5,93.4,7.6,83.7,B
5.7,84.1,3.9,53.8,D
21.6,70.4,2.1,98.4,A
14.8,63.4,7.3,96.4,A
23.5,75.4,7.6,100.0,A
18.1,93.9,9.7,89.5,A
15.0,79.9,8.6,98.8,A
13.9,90.6,4.4,100.0,A
18.4,73.2,6.0,87.7,A
12.1,96.0,8.2,83.8,B
9.0,93.4,9.1,53.5,D
19.3,82.7,5.6,100.0,A
14.0,87.7,7.8,89.3,A
15.2,82.5,6.2,85.9,A
22.6,63.4,7.4,84.7,B
14.2,100.0,7.7,98.9,A
15.1,73.3,5.7,84.9,B
10.8,84.4,6.2,82.6,B
18.0,65.8,5.6,84.1,B
17.4,85.2,4.5,91.3,A
21.3,100.0,8.2,100.0,A
10.9,64.7,7.2,68.3,C
11.8,82.5,8.1,79.8,B
20.5,78.5,3.1,100.0,A
16.8,79.4,4.7,90.4,A
8.7,79.3,7.8,73.5,B
24.1,97.7,6.8,100.0,A
3.1,79.7,4.1,70.5,B
20.5,80.2,6.3,100.0,A
6.1,79.0,7.4,66.7,C
28.2,90.8,2.7,100.0,A
4.2,74.3,3.9,52.0,D
23.1,76.9,2.8,100.0,A
14.4,94.2,5.4,79.0,B
12.4,70.1,5.6,80.9,B
16.3,64.4,7.2,87.1,A
19.4,96.9,10.0,74.8,B
8.7,91.8,7.5,54.0,D
9.3,86.3,3.9,70.1,B
19.5,88.1,8.2,89.3,A
3.0,93.3,2.6,47.9,D
10.9,100.0,4.0,83.4,B
36.3,94.2,8.0,100.0,A
8.2,100.0,3.7,55.6,C
23.0,78.2,8.0,100.0,A
10.9,60.9,9.3,86.2,A
18.6,96.6,2.6,97.9,A
19.6,83.7,6.5,75.2,B
22.9,86.3,5.3,100.0,A
13.6,75.0,6.2,99.5,A
28.9,97.2,9.2,100.0,A
10.9,73.8,4.6,89.6,A
16.6,83.2,7.8,84.2,B
16.7,75.6,7.5,89.1,A
7.1,64.8,5.0,77.2,B
13.0,69.5,9.5,83.7,B
16.1,72.3,6.5,85.6,A
12.0,92.0,4.5,65.9,C
32.1,66.5,6.0,100.0,A
9.1,77.6,10.0,75.2,B
23.3,82.2,3.4,97.7,A
21.0,83.9,7.1,100.0,A
14.9,99.4,7.8,95.7,A
8.9,92.8,5.1,48.3,D
9.6,90.8,6.0,69.7,C
11.4,67.3,6.2,63.2,C
2.5,81.9,5.7,69.1,C
8.0,70.6,5.4,86.0,A
4.6,90.2,5.6,64.9,C
24.4,87.7,10.0,100.0,A
19.3,82.4,9.4,79.5,B
20.5,100.0,6.1,100.0,A
19.1,64.9,5.8,100.0,A
16.2,94.5,5.8,86.8,A
25.2,89.9,7.6,100.0,A
10.7,83.1,5.2,79.2,B
15.7,99.7,7.3,70.8,B
20.2,86.0,6.3,100.0,A
5.8,86.5,7.8,67.9,C
36.7,82.1,6.5,100.0,A
15.2,95.9,8.2,100.0,A
16.0,81.8,6.7,94.7,A
23.8,89.7,2.2,100.0,A
21.4,100.0,6.8,99.0,A
15.3,79.5,7.5,82.3,B
15.9,88.4,7.8,71.2,B
4.5,94.0,3.3,78.5,B
11.1,92.3,2.0,81.1,B
18.6,96.2,3.5,100.0,A
18.1,75.9,4.8,98.3,A
23.5,78.2,6.9,100.0,A
14.2,67.1,2.8,85.6,A
5.3,76.6,4.2,59.3,C
22.4,81.9,6.5,100.0,A
25.1,100.0,4.1,100.0,A
21.3,92.7,1.1,95.7,A
13.9,83.2,2.9,83.4,B
22.3,84.0,3.6,100.0,A
39.0,94.9,8.0,100.0,A
15.8,77.2,7.6,88.2,A
5.8,79.6,7.6,51.2,D
10.9,87.9,6.4,64.6,C
19.4,83.2,4.4,98.8,A
3.8,76.0,9.1,44.3,D
16.2,100.0,7.8,100.0,A
17.7,90.4,9.2,73.0,B
25.7,79.1,4.0,100.0,A
24.2,85.0,7.6,100.0,A
21.1,86.9,6.5,100.0,A
0.0,78.1,5.7,30.1,F
21.4,87.7,5.2,100.0,A
19.9,96.4,1.7,92.9,A
16.8,91.4,6.8,86.5,A
2.9,92.8,5.5,62.9,C
9.6,98.7,9.9,85.8,A
6.8,97.1,10.0,55.5,C
0.9,71.8,3.2,51.8,D
15.0,72.2,7.4,100.0,A
9.4,98.2,4.0,74.0,B
33.4,89.3,7.6,100.0,A
13.8,93.4,8.1,80.2,B
24.1,74.7,6.2,92.6,A
4.0,95.0,4.2,55.6,C
11.3,82.0,2.6,74.7,B
15.7,92.7,7.4,100.0,A
8.6,87.1,4.5,76.6,B
12.0,97.1,6.8,80.7,B
13.5,88.7,3.7,70.3,B
13.4,82.9,6.4,94.7,A
28.0,67.4,9.2,100.0,A
17.6,68.6,5.5,82.9,B
18.4,97.1,7.5,97.9,A
18.8,92.0,2.5,100.0,A
19.3,64.5,7.9,98.8,A
14.4,75.2,5.7,93.7,A
12.8,74.7,7.4,91.1,A
16.2,64.6,4.8,81.5,B
23.1,85.3,4.0,100.0,A
22.9,92.6,6.3,100.0,A
13.3,96.9,7.8,69.4,C
20.4,83.5,6.7,100.0,A
13.6,87.6,6.2,92.5,A
15.2,79.0,4.6,67.5,C
11.7,77.1,6.1,81.7,B
13.7,100.0,2.0,78.6,B
24.4,90.7,8.2,94.1,A
15.6,100.0,5.7,85.5,A
15.9,100.0,8.3,99.6,A
4.9,75.3,10.0,61.8,C
12.8,78.1,2.5,69.9,C
13.3,95.3,3.4,87.2,A
9.2,99.7,5.4,62.6,C
15.2,92.0,9.9,75.3,B
12.0,91.2,5.7,69.8,C
15.6,89.6,6.6,98.2,A
15.9,89.4,5.6,100.0,A
8.3,85.9,5.3,87.1,A
12.2,91.1,7.8,83.1,B
15.5,85.8,2.4,91.3,A
23.3,82.5,5.0,100.0,A
16.8,80.6,5.0,94.8,A
10.4,100.0,3.7,81.5,B
17.8,81.9,6.1,100.0,A
27.0,72.8,8.6,100.0,A
21.4,83.1,5.0,100.0,A
18.8,82.0,5.5,92.0,A
20.1,100.0,4.4,100.0,A
25.1,81.2,7.1,100.0,A
22.5,71.9,6.7,100.0,A
19.0,83.7,6.1,95.1,A
22.5,85.6,6.2,91.6,A
7.4,100.0,10.0,77.8,B
4.5,83.4,5.8,83.2,B
16.1,88.9,4.1,75.9,B
15.5,84.5,7.6,82.0,B
11.2,77.6,9.3,68.8,C
20.8,69.9,5.0,100.0,A
2.0,80.5,7.9,51.7,D
11.3,85.8,5.5,76.7,B
11.6,98.7,5.9,76.6,B
3.5,79.8,3.5,76.6,B
25.5,77.7,2.9,100.0,A
5.5,86.7,5.1,67.8,C
10.9,89.0,10.0,60.1,C
21.4,92.5,5.3,96.2,A
19.5,87.9,8.2,100.0,A
7.2,71.6,8.3,70.0,C
19.8,87.8,4.2,95.5,A
17.0,100.0,6.7,86.4,A
31.3,61.5,3.1,100.0,A
17.8,67.9,7.5,94.2,A
14.0,87.4,9.1,78.1,B
9.0,76.5,2.3,76.5,B
9.8,98.7,3.5,71.5,B
9.2,90.5,3.7,90.1,A
24.6,84.7,10.0,100.0,A
15.1,95.7,5.1,85.4,A
19.0,94.3,4.4,100.0,A
25.6,78.6,5.2,94.2,A
0.0,92.8,2.8,42.1,D
24.0,96.6,7.6,99.4,A
15.4,86.7,4.2,88.6,A
18.0,93.9,2.8,100.0,A
9.2,83.8,8.8,69.3,C
9.7,81.7,6.8,79.9,B
18.4,79.0,5.0,100.0,A
31.7,88.4,5.7,100.0,A
22.0,80.2,5.4,100.0,A
23.9,87.9,8.1,100.0,A
13.7,90.1,9.1,75.8,B
10.8,91.4,9.7,87.6,A
9.5,80.1,3.2,72.9,B
11.6,75.4,5.8,99.6,A
0.6,77.9,5.4,31.2,F
9.9,100.0,3.4,79.5,B
11.1,86.6,0.5,87.1,A
13.8,92.4,7.3,78.7,B
15.9,100.0,7.6,86.4,A
17.5,80.7,4.8,87.0,A
14.9,93.5,5.1,82.4,B
10.9,89.6,7.8,69.8,C
1.3,77.2,5.0,59.4,C
11.0,72.1,2.7,68.9,C
8.2,92.8,4.6,82.0,B
18.3,77.7,4.6,83.9,B
21.4,85.5,9.2,100.0,A
21.6,85.1,7.7,90.6,A
20.3,80.9,6.5,100.0,A
14.1,58.3,7.4,98.4,A
11.3,94.4,9.2,88.8,A
9.8,80.1,6.7,66.5,C
4.4,77.9,5.0,64.7,C
21.9,82.8,7.4,80.9,B
13.8,74.9,6.5,93.2,A
6.3,87.0,2.9,58.0,C
9.2,74.4,6.5,71.7,B
8.9,80.6,8.3,84.0,B
15.3,88.8,6.0,80.4,B
22.5,87.1,7.6,100.0,A
12.6,76.0,8.2,80.7,B
0.0,87.2,2.5,36.5,F
13.7,75.5,3.5,94.4,A
13.9,83.2,7.7,93.1,A
13.4,61.3,7.2,91.2,A
10.6,100.0,8.7,87.4,A
16.5,79.7,9.0,100.0,A
15.5,66.3,7.2,100.0,A
14.8,98.7,4.9,95.2,A
17.9,88.9,6.2,83.2,B
12.0,95.4,3.4,70.2,B
11.6,78.9,4.7,63.3,C
24.7,84.3,8.2,100.0,A
18.9,80.0,4.0,82.8,B
20.8,81.5,5.9,81.8,B
23.6,91.3,4.0,97.0,A
18.7,86.6,5.1,79.1,B
21.5,88.0,4.6,100.0,A
3.9,80.5,1.4,80.6,B
16.4,89.0,2.3,95.6,A
13.7,89.5,3.3,98.9,A
26.7,90.0,2.9,100.0,A
